_id,Incident Type,Date & Time Occurred Start,Date & Time Occurred End,Criminal Offense,Date & Time Reported,Location,Common Name,Disposition
2014-00001463,Security Building,"September 12, 2014 at 3:06:00 AM","September 12, 2014 at 3:30:00 AM",,"September 12, 2014 at 3:20:38 AM",2247 CAMPUS DR,Field Hockey Field,Closed
2014-00001464,Suspicious Circumstances,"September 03, 2014 at 4:00:00 PM","September 03, 2014 at 4:02:00 PM",,"September 12, 2014 at 9:56:55 AM",2020 RIDGE AVE,Development,Open
2014-00001465,Trespass,"September 12, 2014 at 2:20:00 PM","September 12, 2014 at 2:50:00 PM",Criminal Trespass to land,"September 12, 2014 at 2:50:33 PM",711 ELGIN RD,Music Administration,Closed
2014-00001468,Larceny - theft,"September 12, 2014 at 8:00:00 AM","September 12, 2014 at 6:30:00 PM",Theft Over $500,"September 12, 2014 at 6:58:25 PM",2170 CAMPUS DR,,Open
2014-00001469,Property Lost,"September 12, 2014 at 6:15:00 PM","September 12, 2014 at 8:00:00 PM",Theft of Lost Property,"September 12, 2014 at 9:23:43 PM",1835 HINMAN AVE,Hinman Dorm,Closed
2014-00001473,General assistance,"September 14, 2014 at 3:13:00 AM","September 14, 2014 at 4:10:00 AM",,"September 14, 2014 at 3:16:33 AM",1201 DAVIS ST,,Closed
2014-00001475,Burglary,"September 13, 2014 at 12:00:00 PM","September 13, 2014 at 4:00:00 PM",Burglary,"September 14, 2014 at 11:38:37 AM",2305 SHERIDAN RD,Bobb Hall,Open
2014-00001476,"Accident, personal injury","September 14, 2014 at 5:45:00 PM","September 14, 2014 at 5:54:00 PM",,"September 14, 2014 at 6:09:01 PM",2301 CAMPUS DR,Lakefill,Closed
2014-00001478,Public Contact,"September 15, 2014 at 8:00:00 AM","September 15, 2014 at 8:05:00 AM",,"September 15, 2014 at 3:10:01 PM",2016 SHERIDAN RD,Linguistics,Closed
2014-00001479,Theft,"September 13, 2014 at 2:00:00 PM","September 13, 2014 at 3:45:00 PM",Theft $500 and Under,"September 15, 2014 at 3:46:21 PM",617 FOSTER ST,Blomquist Gym,Open
2014-00001481,Larceny - theft,"September 14, 2014 at 2:00:00 PM","September 15, 2014 at 5:00:00 PM",Theft $500 and Under,"September 15, 2014 at 5:11:47 PM",2245 SHERIDAN RD,Sargent Hall,Open
2014-00001483,Public Service,"September 16, 2014 at 9:50:00 AM","September 16, 2014 at 9:55:00 AM",,"September 16, 2014 at 9:50:54 AM",NA,,Closed
2014-00001484,"Accident, personal injury","September 16, 2014 at 2:20:00 PM","September 16, 2014 at 2:20:00 PM",,"September 16, 2014 at 2:28:42 PM",1949 CAMPUS DR,Theatre and Interp,Closed
2014-00001486,Service to Other Agency,"September 16, 2014 at 4:11:00 PM","September 16, 2014 at 4:40:00 PM",,"September 16, 2014 at 4:17:02 PM",2225 RIDGE AVE,,Closed
2014-00001489,Public Service,"September 16, 2014 at 8:10:00 PM","September 16, 2014 at 8:30:00 PM",,"September 16, 2014 at 8:10:08 PM",2332 CAMPUS DR,Slivka Hall,Closed
2014-00001491,Public Service,"September 17, 2014 at 1:55:00 AM","September 17, 2014 at 2:10:00 AM",,"September 17, 2014 at 2:08:39 AM",NA,,Closed
2014-00001494,"Accident, personal injury","September 18, 2014 at 4:34:00 AM","September 18, 2014 at 4:54:00 AM",,"September 18, 2014 at 4:34:04 AM",2315 SHERIDAN RD,McCulloch Hall,Closed
2014-00001496,Damage property,"September 17, 2014 at 11:30:00 PM","September 18, 2014 at 8:00:00 AM","Criminal Defacement
Criminal Damage to Property","September 18, 2014 at 9:51:10 AM",1865 SHERMAN AVE,Willard Hall,Open
2014-00001497,Public Service,"September 18, 2014 at 10:00:00 AM","September 18, 2014 at 10:00:00 AM",,"September 18, 2014 at 10:15:21 AM",633 EMERSON ST,Student Health,Closed
2014-00001498,Damage property,"September 18, 2014 at 6:40:00 AM","September 18, 2014 at 4:00:00 PM",Criminal Damage to Property,"September 18, 2014 at 4:21:50 PM",UNIVERSITY PL AND OAK AVE,,Closed
2014-00001499,Public Service,"September 18, 2014 at 5:10:00 PM","September 18, 2014 at 5:22:00 PM",,"September 18, 2014 at 5:13:32 PM",2307 SHERIDAN RD,Delta Upsilon,Closed
2014-00001500,Larceny - theft,"September 06, 2014 at 10:30:00 PM","September 06, 2014 at 10:40:00 PM",Theft $500 and Under,"September 18, 2014 at 5:55:15 PM",711 ELGIN RD,Music Administration,Open
2014-00001501,Cannabis,"September 18, 2014 at 10:10:00 PM","September 18, 2014 at 10:30:00 PM",Possession of Cannabis Prohibited,"September 18, 2014 at 10:27:12 PM",1865 SHERMAN AVE,Willard Hall,Closed
2014-00001502,Drunkeness,"September 19, 2014 at 1:44:00 AM","September 19, 2014 at 2:00:00 AM",Illegal Consumption by Minor,"September 19, 2014 at 2:00:22 AM",2305 SHERIDAN RD,Bobb Hall,Closed
2014-00001503,Service to Other Agency,"September 19, 2014 at 3:07:00 AM","September 19, 2014 at 3:16:00 AM","Battery
Theft of Labor Services","September 19, 2014 at 3:07:58 AM",BENSON AVE AND ELGIN RD,,Closed
2014-00001506,Service to Other Agency,"September 19, 2014 at 2:30:00 PM","September 19, 2014 at 2:35:00 PM",,"September 19, 2014 at 2:38:54 PM",NA,,Closed
2014-00001507,Service to Other Agency,"September 20, 2014 at 12:24:00 AM","September 20, 2014 at 12:43:00 AM",Illegal Consumption by Minor,"September 20, 2014 at 12:28:39 AM",2150 SHERMAN AVE,,Referred
2014-00001508,Theft,"September 19, 2014 at 10:30:00 PM","September 19, 2014 at 11:30:00 PM",Theft Over $500,"September 20, 2014 at 12:28:54 AM",1820 CHICAGO AVE,Allison Hall,Closed
2014-00001509,Drunkeness,"September 20, 2014 at 1:02:00 AM","September 20, 2014 at 1:16:00 AM",Illegal Consumption by Minor,"September 20, 2014 at 1:02:58 AM",2400 SHERIDAN RD,Elder Hall,Referred
2014-00001510,Cannabis,"September 20, 2014 at 1:10:00 AM","September 20, 2014 at 1:30:00 AM",,"September 20, 2014 at 1:16:57 AM",1856 SHERMAN AVE,,Closed
2014-00001511,Security Building,"September 20, 2014 at 2:34:00 AM","September 20, 2014 at 3:00:00 AM",,"September 20, 2014 at 3:10:09 AM",2311 CAMPUS DR,Sports & Aquatics Center,Closed
2014-00001513,Service to Other Agency,"September 20, 2014 at 9:07:00 AM","September 20, 2014 at 9:27:00 AM",,"September 20, 2014 at 9:26:57 AM",828 SIMPSON ST,,Closed
2014-00001515,Fire Call,"September 20, 2014 at 10:50:00 AM","September 20, 2014 at 11:20:00 AM",,"September 20, 2014 at 11:01:46 AM",2133 SHERIDAN RD,Ford Engineering,Closed
2014-00001516,False alarm activation,"September 20, 2014 at 11:05:00 AM","September 20, 2014 at 11:11:00 AM",,"September 20, 2014 at 11:25:08 AM",2220 CAMPUS DR,Cook Hall,Closed
2014-00001519,Disorderly Conduct,"September 20, 2014 at 1:13:00 PM","September 20, 2014 at 1:53:00 PM","Criminal Damage to Property
Illegal Consumption by Minor","September 20, 2014 at 1:33:06 PM",1501 CENTRAL ST,Ryan Field,Referred
2014-00001521,Suspicious Circumstances,"September 20, 2014 at 9:30:00 PM","September 20, 2014 at 9:40:00 PM",,"September 20, 2014 at 9:42:11 PM",1927 ORRINGTON AVE,Foster/Walker,Closed
2014-00001523,Service to Other Agency,"September 21, 2014 at 4:00:00 AM","September 21, 2014 at 5:00:00 AM",Unlawful Nudity public place/Idecent Exposure,"September 21, 2014 at 4:38:26 AM",1400 ELMWOOD AVE,,Closed
2014-00001524,Service to Other Agency,"September 21, 2014 at 11:50:00 AM","September 21, 2014 at 12:20:00 PM",,"September 21, 2014 at 12:11:04 PM",EMERSON ST AND MAPLE AVE,,Closed
2014-00001526,Public Service,"September 21, 2014 at 4:20:00 PM","September 21, 2014 at 4:24:00 PM",,"September 21, 2014 at 5:16:03 PM",2220 CAMPUS DR,Cook Hall,Closed
2014-00001527,Larceny - theft,"September 19, 2014 at 7:00:00 PM","September 21, 2014 at 4:00:00 PM",Theft Over $500,"September 21, 2014 at 5:41:37 PM",2400 SHERIDAN RD,Elder Hall,Closed
2014-00001529,Suspicious Circumstances,"September 21, 2014 at 7:00:00 PM","September 21, 2014 at 7:15:00 PM",All  Disorderly Conduct,"September 21, 2014 at 7:33:23 PM",2305 SHERIDAN RD,Bobb Hall,Open
2014-00001530,Service to Other Agency,"September 21, 2014 at 7:38:00 PM","September 21, 2014 at 7:51:00 PM",,"September 21, 2014 at 7:38:07 PM",1201 DAVIS ST,,Closed
2014-00001532,Public Service,"September 21, 2014 at 11:18:00 PM","September 21, 2014 at 11:57:00 PM",,"September 21, 2014 at 11:39:59 PM",2305 SHERIDAN RD,Bobb Hall,Closed
2014-00001533,Service to Other Agency,"September 22, 2014 at 1:44:00 AM","September 22, 2014 at 2:00:00 AM",,"September 22, 2014 at 2:24:39 AM",822 HAMLIN ST,,Closed
2014-00001534,Lost & found prop,"September 22, 2014 at 1:00:00 AM","September 22, 2014 at 5:23:00 AM",,"September 22, 2014 at 5:23:10 AM",1201 DAVIS ST,,Closed
2014-00001535,Fraudulent activities,"September 19, 2014 at 11:08:00 AM","September 19, 2014 at 11:08:00 AM",,"September 22, 2014 at 9:31:22 AM",2020 RIDGE AVE,Development,Open
2014-00001536,Burglary,"September 17, 2014 at 12:01:00 AM","September 19, 2014 at 11:59:00 PM",Burglary,"September 22, 2014 at 11:09:58 AM",2135 SHERIDAN RD,,Open
2014-00001538,Property Lost,"September 22, 2014 at 11:30:00 AM","September 22, 2014 at 8:30:00 PM",,"September 22, 2014 at 9:31:43 PM",1820 CHICAGO AVE,Allison Hall,Closed
2014-00001539,Security Building,"September 23, 2014 at 12:56:00 AM","September 23, 2014 at 1:00:00 AM",,"September 23, 2014 at 1:07:37 AM",60 ARTS CIRCLE DR,Regenstein,Closed
2014-00001543,Theft,"June 13, 2014 at 12:00:00 PM","June 14, 2014 at 4:50:00 PM",Theft Over $500,"September 23, 2014 at 2:30:05 PM",2324 CAMPUS DR,Ayers,Closed
2014-00001544,"Accident, personal injury","September 23, 2014 at 2:35:00 PM","September 23, 2014 at 2:35:00 PM",,"September 23, 2014 at 2:41:32 PM",2020 RIDGE AVE,Development,Closed
2014-00001546,Theft,"September 19, 2014 at 9:00:00 PM","September 23, 2014 at 10:30:00 AM",Theft $500 and Under,"September 23, 2014 at 5:28:58 PM",1838 CHICAGO AVE,PARC Hall,Closed
2014-00001547,Theft,"September 22, 2014 at 12:00:00 PM","September 23, 2014 at 5:00:00 PM",Theft Over $500,"September 23, 2014 at 5:59:29 PM",711 UNIVERSITY PL,Kappa Delta,Open
2014-00001549,"Accident, personal injury","September 23, 2014 at 6:50:00 PM","September 23, 2014 at 7:00:00 PM",,"September 23, 2014 at 7:22:12 PM",617 FOSTER ST,Blomquist Gym,Closed
2014-00001550,Suspicious Circumstances,"September 24, 2014 at 1:35:00 AM","September 24, 2014 at 1:45:00 AM",,"September 24, 2014 at 1:40:38 AM",2001 SHERIDAN RD,Jacobs Center,Open
2014-00001552,Public Service,"September 24, 2014 at 9:35:00 AM","September 24, 2014 at 9:35:00 AM",,"September 24, 2014 at 9:45:50 AM",2407 SHERIDAN RD,Patten Gym,Closed
2014-00001553,Burglary,"September 24, 2014 at 11:00:00 AM","September 24, 2014 at 11:30:00 AM",Burglary,"September 24, 2014 at 11:44:51 AM",710 EMERSON ST,Alpha Delta Pi,Unfounded
2014-00001554,Suspicious Circumstances,"September 16, 2014 at 5:26:00 PM","September 17, 2014 at 11:42:00 AM",,"September 24, 2014 at 1:16:57 PM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00001555,Theft,"September 15, 2014 at 11:00:00 AM","September 24, 2014 at 9:30:00 AM",Theft $500 and Under,"September 24, 2014 at 2:47:03 PM",1855 SHERIDAN RD,East Fairchild,Closed
2014-00001559,Service to Other Agency,"September 24, 2014 at 10:51:00 PM","September 24, 2014 at 11:34:00 PM",,"September 24, 2014 at 10:42:52 PM",2037 PRATT CT,,Closed
2014-00001561,Theft,"September 23, 2014 at 11:00:00 AM","September 25, 2014 at 9:30:00 AM",Theft $500 and Under,"September 25, 2014 at 10:21:14 AM",2133 SHERIDAN RD,Ford Engineering,Open
2014-00001562,Public Service,"September 25, 2014 at 9:50:00 AM","September 25, 2014 at 10:50:00 AM",,"September 25, 2014 at 10:38:42 AM",2245 SHERIDAN RD,Sargent Hall,Closed
2014-00001563,Public Service,"September 25, 2014 at 11:50:00 AM","September 25, 2014 at 11:55:00 AM",,"September 25, 2014 at 11:56:06 AM",50 ARTS CIRCLE DR,Pick-Staiger,Closed
2014-00001564,"Accident, personal injury","September 25, 2014 at 12:32:00 PM","September 25, 2014 at 12:54:00 PM",,"September 25, 2014 at 12:47:30 PM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00001565,Property Lost,"September 18, 2014 at 6:00:00 PM","September 25, 2014 at 7:30:00 PM",,"September 25, 2014 at 12:54:37 PM",2001 SHERIDAN RD,Jacobs Center,Closed
2014-00001566,Public Service,"September 25, 2014 at 2:44:00 PM","September 25, 2014 at 2:55:00 PM",,"September 25, 2014 at 2:44:31 PM",2121 SHERIDAN RD,Garrett Seminary,Closed
2014-00001567,Public Service,"September 25, 2014 at 3:00:00 PM","September 25, 2014 at 3:45:00 PM",,"September 25, 2014 at 3:04:06 PM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00001568,Traffic Arrest,"September 25, 2014 at 6:07:00 PM","September 25, 2014 at 7:18:00 PM","Operation of Uninsured Motor Vehicle
Failed to Yield to Pedestrian at Crosswalk
Suspend, Revoked Driver's License","September 25, 2014 at 6:32:36 PM",SHERIDAN RD AND EMERSON ST,,Closed
2014-00001569,Theft,"September 25, 2014 at 6:00:00 PM","September 25, 2014 at 7:00:00 PM",Theft Over $500,"September 25, 2014 at 7:34:05 PM",2145 SHERIDAN RD,Technological Institute,Open
2014-00001570,Security Building,"September 26, 2014 at 1:59:00 AM","September 26, 2014 at 2:07:00 AM",,"September 26, 2014 at 1:59:27 AM",60 ARTS CIRCLE DR,Regenstein,Closed
2014-00001572,Disorderly Conduct,"October 20, 2013 at 12:01:00 AM","October 22, 2013 at 11:59:00 PM","Hate Crime
All  Disorderly Conduct","September 26, 2014 at 2:34:00 PM",2420 CAMPUS DR,Kemper Hall,Closed
2014-00001573,Burglary,"September 26, 2014 at 1:30:00 PM","September 26, 2014 at 2:15:00 PM",Burglary,"September 26, 2014 at 6:53:03 PM",2170 CAMPUS DR,,Open
2014-00001574,Service to Other Agency,"September 26, 2014 at 6:48:00 PM","September 26, 2014 at 7:11:00 PM",Possession of Cannabis 30 gm and Under,"September 26, 2014 at 7:11:42 PM",ELGIN RD AND BENSON AVE,,Closed
2014-00001575,Larceny - theft,"September 26, 2014 at 8:30:00 PM","September 26, 2014 at 8:40:00 PM",Theft $500 and Under,"September 26, 2014 at 10:17:39 PM",1999 CAMPUS DR,Norris Center,Open
2014-00001579,Theft,"September 26, 2014 at 6:00:00 PM","September 27, 2014 at 9:30:00 AM",Theft $500 and Under,"September 27, 2014 at 11:55:12 AM",1861 SHERIDAN RD,West Fairchild,Closed
2014-00001583,Service to Other Agency,"September 27, 2014 at 7:20:00 PM","September 27, 2014 at 8:40:00 PM",,"September 27, 2014 at 9:00:56 PM",NA,,Closed
2014-00001585,Public Service,"September 28, 2014 at 1:25:00 AM","September 28, 2014 at 1:35:00 AM",,"September 28, 2014 at 1:37:47 AM",CHICAGO AVE AND DAVIS ST,,Closed
2014-00001586,Drunkeness,"September 28, 2014 at 2:40:00 AM","September 28, 2014 at 3:00:00 AM",Illegal Consumption by Minor,"September 28, 2014 at 2:55:04 AM",1865 SHERMAN AVE,Willard Hall,Referred
2014-00001588,"Accident, personal injury","September 28, 2014 at 4:07:00 PM","September 28, 2014 at 4:10:00 PM",,"September 28, 2014 at 4:10:33 PM",2407 SHERIDAN RD,Patten Gym,Closed
2014-00001590,Security Building,"September 28, 2014 at 11:53:00 PM","September 29, 2014 at 5:10:00 AM",,"September 29, 2014 at 4:49:10 AM",1861 SHERIDAN RD,West Fairchild,Closed
2014-00001592,Theft,"September 26, 2014 at 8:30:00 PM","September 27, 2014 at 3:00:00 PM",Theft Over $500,"September 29, 2014 at 9:41:50 AM",1897 SHERIDAN RD,University Hall,Closed
2014-00001594,Hit and Run,"August 25, 2014 at 9:00:00 AM","August 25, 2014 at 5:15:00 PM",Hit and Run,"September 29, 2014 at 4:01:14 PM",2220 CAMPUS DR,Cook Hall,Closed
2014-00001595,Service to Other Agency,"September 29, 2014 at 8:40:00 AM","September 29, 2014 at 8:41:00 AM",Battery,"September 29, 2014 at 4:49:01 PM",1300 CHICAGO AVE,,Referred to Evanston PD
2014-00001596,Service to Other Agency,"September 29, 2014 at 6:35:00 PM","September 29, 2014 at 6:46:00 PM",,"September 29, 2014 at 6:38:09 PM",SHERIDAN RD AND GARRETT PL,,Closed
2014-00001597,Safety Hazard,"September 29, 2014 at 5:40:00 PM","September 29, 2014 at 8:50:00 PM",,"September 29, 2014 at 7:37:54 PM",2407 SHERIDAN RD,Patten Gym,Closed
2014-00001598,Lost & found prop,"September 29, 2014 at 9:00:00 AM","September 29, 2014 at 11:00:00 AM",,"September 29, 2014 at 9:20:52 PM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00001599,Cannabis,"September 29, 2014 at 11:21:00 PM","September 29, 2014 at 11:50:00 PM",Possession of Drug Paraphernalia,"September 29, 2014 at 11:35:59 PM",1865 SHERMAN AVE,Willard Hall,Closed
2014-00001600,Suspicious Circumstances,"September 29, 2014 at 11:56:00 PM","September 30, 2014 at 12:05:00 AM",,"September 30, 2014 at 1:32:25 AM",1201 DAVIS ST,,Open
2014-00001602,Suspicious Circumstances,"September 30, 2014 at 11:05:00 AM","September 30, 2014 at 11:15:00 AM",,"September 30, 2014 at 12:19:33 PM",1201 DAVIS ST,,Closed
2014-00001605,Larceny - theft,"September 29, 2014 at 1:00:00 PM","September 29, 2014 at 7:00:00 PM",Theft $500 and Under,"September 30, 2014 at 2:06:26 PM",1999 CAMPUS DR,Norris Center,Closed
2014-00001606,Public Contact,"September 30, 2010 at 2:00:00 PM","September 30, 2010 at 2:15:00 PM",,"September 30, 2014 at 2:10:04 PM",1201 DAVIS ST,,Closed
2014-00001607,Public Service,"September 30, 2014 at 4:17:00 PM","September 30, 2014 at 4:34:00 PM",,"September 30, 2014 at 4:29:16 PM",1999 CAMPUS DR,Norris Center,Closed
2014-00001609,Fire Call,"September 30, 2014 at 11:19:00 PM","September 30, 2014 at 11:35:00 PM",,"September 30, 2014 at 11:20:27 PM",2303 SHERIDAN RD,CCS,Closed
2014-00001610,Service to Other Agency,"October 01, 2014 at 5:30:00 AM","October 01, 2014 at 5:35:00 AM",,"October 01, 2014 at 5:41:42 AM",600 EMERSON ST,Cahn Auditorium,Closed
2014-00001613,Theft,"October 01, 2014 at 12:57:00 PM","October 01, 2014 at 1:50:00 PM",Theft $500 and Under,"October 01, 2014 at 2:13:19 PM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00001615,Public Contact,"October 01, 2014 at 7:45:00 PM","October 01, 2014 at 11:09:00 PM",,"October 01, 2014 at 11:20:37 PM",1201 DAVIS ST,,Referred
2014-00001616,Service to Other Agency,"October 01, 2014 at 11:59:00 PM","October 02, 2014 at 12:13:00 AM",Violation of the Illinois Vehicle Code,"October 02, 2014 at 12:14:58 AM",DEMPSTER ST AND DODGE AVE,,Closed
2014-00001627,General non-criminal,"October 02, 2014 at 2:45:00 AM","October 02, 2014 at 4:56:00 AM",,"October 02, 2014 at 5:51:06 AM",1915 MAPLE AVE,Engelhart Hall,Closed
2014-00001628,Larceny - theft,"October 01, 2014 at 7:30:00 PM","October 02, 2014 at 9:30:00 AM",Theft $500 and Under,"October 02, 2014 at 10:14:22 AM",2321 SHERIDAN RD,Goodrich House,Closed
2014-00001629,Service to Other Agency,"October 02, 2014 at 9:50:00 AM","October 02, 2014 at 10:30:00 AM",,"October 02, 2014 at 10:17:14 AM",SHERIDAN RD AND TECH DR,,Closed
2014-00001630,Security Building,"October 02, 2014 at 10:04:00 AM","October 02, 2014 at 10:45:00 AM",,"October 02, 2014 at 10:20:14 AM",2137 TECH DR,Catalysis,Closed
2014-00001631,Disorderly Conduct,"October 02, 2014 at 11:59:00 AM","October 02, 2014 at 12:10:00 PM",All  Disorderly Conduct,"October 02, 2014 at 12:00:46 PM",EMERSON ST AND SHERIDAN RD,,Referred
2014-00001632,Public Service,"October 02, 2014 at 12:38:00 PM","October 02, 2014 at 12:45:00 PM",,"October 02, 2014 at 12:46:51 PM",2311 CAMPUS DR,Sports & Aquatics Center,Closed
2014-00001633,Larceny - theft,"October 01, 2014 at 8:00:00 PM","October 02, 2014 at 9:30:00 AM",Theft $500 and Under,"October 02, 2014 at 6:40:34 PM",2400 SHERIDAN RD,Elder Hall,Closed
2014-00001635,Public Service,"October 02, 2014 at 11:45:00 PM","October 02, 2014 at 11:58:00 PM",,"October 03, 2014 at 12:00:55 AM",1861 SHERIDAN RD,West Fairchild,Referred
2014-00001637,Damage property,"October 03, 2014 at 10:28:00 AM","October 03, 2014 at 10:37:00 AM",,"October 03, 2014 at 10:14:22 AM",1999 CAMPUS DR,Norris Center,Closed
2014-00001638,Theft,"October 01, 2014 at 11:00:00 PM","October 03, 2014 at 9:00:00 AM",Theft $500 and Under,"October 03, 2014 at 2:13:51 PM",1725 ORRINGTON AVE,McManus Living Center,Open
2014-00001641,Service to Other Agency,"October 04, 2014 at 12:12:00 AM","October 04, 2014 at 12:25:00 AM",,"October 04, 2014 at 12:25:28 AM",2021 RIDGE AVE,,Closed
2014-00001642,Public Contact,"October 04, 2014 at 1:04:00 AM","October 04, 2014 at 1:23:00 AM","Illegal Consumption by Minor
Unlawful Urination/Defecation in Public","October 04, 2014 at 1:06:14 AM",2110 MAPLE AVE,,Referred
2014-00001643,Drunkeness,"October 04, 2014 at 2:06:00 AM","October 04, 2014 at 2:23:00 AM",Illegal Consumption by Minor,"October 04, 2014 at 2:19:49 AM",2400 SHERIDAN RD,Elder Hall,Referred
2014-00001644,Public Service,"October 04, 2014 at 2:13:00 AM","October 04, 2014 at 2:28:00 AM",Illegal Consumption by Minor,"October 04, 2014 at 2:19:57 AM",2321 SHERIDAN RD,Goodrich House,Referred
2014-00001645,Drunkeness,"October 04, 2014 at 3:20:00 AM","October 04, 2014 at 3:30:00 AM",Illegal Consumption by Minor,"October 04, 2014 at 3:04:58 AM",726 UNIVERSITY PL,Chapin Hall,Referred
2014-00001648,Service to Other Agency,"October 04, 2014 at 1:00:00 PM","October 04, 2014 at 1:17:00 PM",Noise Prohibition of Loud Radio Type Music 2300 to 0700,"October 04, 2014 at 1:13:19 PM",918 SIMPSON ST,,Closed
2014-00001649,Service to Other Agency,"October 04, 2014 at 1:13:00 PM","October 04, 2014 at 1:25:00 PM",Noise Prohibition (Loud Continued),"October 04, 2014 at 1:23:10 PM",2045 MAPLE AVE,,Closed
2014-00001650,Service to Other Agency,"October 04, 2014 at 1:48:00 PM","October 04, 2014 at 1:48:00 PM",Noise Prohibition (Loud Continued),"October 04, 2014 at 2:10:12 PM",912 HAMLIN ST,,Closed
2014-00001651,Public Service,"October 04, 2014 at 2:30:00 PM","October 04, 2014 at 2:40:00 PM",,"October 04, 2014 at 2:34:59 PM",1501 CENTRAL ST,Ryan Field,Closed
2014-00001652,"Accident, personal injury","October 04, 2014 at 2:37:00 PM","October 04, 2014 at 2:50:00 PM",,"October 04, 2014 at 2:38:31 PM",1501 CENTRAL ST,Ryan Field,Closed
2014-00001653,Public Service,"October 04, 2014 at 4:53:00 PM","October 04, 2014 at 5:00:00 PM",,"October 04, 2014 at 2:45:47 PM",1501 CENTRAL ST,Ryan Field,Closed
2014-00001655,Drunkeness,"October 04, 2014 at 3:42:00 PM","October 04, 2014 at 4:00:00 PM","Fraudulent ID
Illegal Consumption by Minor","October 04, 2014 at 3:42:00 PM",CHICAGO AVE AND SHERIDAN RD,,Referred
2014-00001656,Public Service,"October 04, 2014 at 3:46:00 PM","October 04, 2014 at 4:00:00 PM",,"October 04, 2014 at 3:47:13 PM",1501 CENTRAL ST,Ryan Field,Closed
2014-00001657,Suspicious Circumstances,"October 04, 2014 at 11:30:00 AM","October 04, 2014 at 11:30:00 AM",,"October 04, 2014 at 4:00:38 PM",2245 SHERIDAN RD,Sargent Hall,Closed
2014-00001658,Public Contact,"October 04, 2014 at 4:05:00 PM","October 04, 2014 at 4:16:00 PM",,"October 04, 2014 at 4:07:46 PM",1501 CENTRAL ST,Ryan Field,Closed
2014-00001659,Service to Other Agency,"October 04, 2014 at 4:08:00 PM","October 04, 2014 at 4:47:00 PM",,"October 04, 2014 at 4:14:42 PM",NA,,Closed
2014-00001660,Drunkeness,"October 04, 2014 at 4:09:00 PM","October 04, 2014 at 4:20:00 PM",,"October 04, 2014 at 4:18:13 PM",1501 CENTRAL ST,Ryan Field,Closed
2014-00001661,Drunkeness,"October 04, 2014 at 4:00:00 PM","October 04, 2014 at 4:30:00 PM","Underage Possession of Alcohol-sale,gift delivery/purchase or posess","October 04, 2014 at 4:26:30 PM",1501 CENTRAL ST,Ryan Field,Referred
2014-00001662,Disorderly Conduct,"October 04, 2014 at 4:29:00 PM","October 04, 2014 at 4:35:00 PM",,"October 04, 2014 at 4:33:23 PM",1501 CENTRAL ST,Ryan Field,Closed
2014-00001667,Drunkeness,"October 05, 2014 at 12:24:00 AM","October 05, 2014 at 1:00:00 AM","Fraudulent ID
Illegal Consumption by Minor","October 05, 2014 at 12:24:58 AM",2315 SHERIDAN RD,McCulloch Hall,Referred
2014-00001668,Drunkeness,"October 05, 2014 at 12:50:00 AM","October 05, 2014 at 1:05:00 AM",Illegal Consumption by Minor,"October 05, 2014 at 12:52:44 AM",2324 CAMPUS DR,Ayers,Referred
2014-00001669,Public Contact,"October 05, 2014 at 1:22:00 AM","October 05, 2014 at 2:27:00 AM",,"October 05, 2014 at 1:24:58 AM",NA,,Closed
2014-00001670,Service to Other Agency,"October 05, 2014 at 1:14:00 AM","October 05, 2014 at 1:35:00 AM",Noise Prohibition (Loud Continued),"October 05, 2014 at 1:35:42 AM",2047 ASBURY AVE,,Closed
2014-00001671,Drunkeness,"October 05, 2014 at 2:44:00 AM","October 05, 2014 at 3:04:00 AM",Illegal Consumption by Minor,"October 05, 2014 at 2:49:46 AM",1835 HINMAN AVE,Hinman Dorm,Referred
2014-00001672,Service to Other Agency,"October 05, 2014 at 4:00:00 AM","October 05, 2014 at 5:00:00 AM",,"October 05, 2014 at 4:50:00 AM",2650 RIDGE AVE,,Closed
2014-00001677,Drunkeness,"October 06, 2014 at 12:39:00 AM","October 06, 2014 at 1:27:00 AM",Illegal Consumption by Minor,"October 06, 2014 at 12:55:04 AM",1117 GARNETT PL,,Referred
2014-00001678,Theft,"September 30, 2014 at 12:00:00 PM","September 30, 2014 at 4:00:00 PM",Theft $500 and Under,"October 06, 2014 at 11:01:27 AM",1970 CAMPUS DR,University Library,Open
2014-00001679,"Accident, personal injury","October 06, 2014 at 1:10:00 PM","October 06, 2014 at 1:10:00 PM",,"October 06, 2014 at 1:12:24 PM",2100 CAMPUS DR,,Closed
2014-00001681,Fire Call,"October 06, 2014 at 7:03:00 PM","October 06, 2014 at 7:21:00 PM",All  Disorderly Conduct,"October 06, 2014 at 7:21:16 PM",1725 ORRINGTON AVE,McManus Living Center,Closed
2014-00001682,Public Service,"October 06, 2014 at 8:10:00 PM","October 06, 2014 at 8:15:00 PM","
","October 06, 2014 at 9:01:00 PM",700 UNIVERSITY PL,Lutkin Hall,Closed
